timestamp,value_min,value_q05,value_q95,value_max,value_mean,value_median,value_std,value_skew,value_sum,value_last,value_count
2009-04-24 18:00:00,-35156.1,-29998.57578125,28648.050390625,31730.9,1108.3075,-496.24501037597656,19459.409037252557,-0.07164591,1.4962151e+06,27594.4,1350
2009-04-25 00:00:00,-28461.3,-24428.4404296875,33874.84570312499,37014.5,621.3621,-5011.480224609375,19693.40641931312,0.4151938,838838.9,21294.6,1350
2009-04-25 06:00:00,-27388.6,-25049.969921875,30693.840429687494,35079.9,101.61645,426.42750549316406,18039.61287688057,0.18128866,137182.2,10968.2,1350
2009-04-25 12:00:00,-35298.8,-31110.5599609375,24575.295605468746,28179.9,366.70126,5406.85986328125,19016.510063779024,-0.41196176,495046.7,23790.8,1350
2009-04-25 18:00:00,-34484.6,-29325.2400390625,28612.994921875,31656.6,1230.4899,-482.8730010986328,19408.071682344016,-0.054723036,1.6611612e+06,29377.4,1350
2009-04-26 00:00:00,-28199.8,-24445.11982421875,33504.263867187496,36470.7,572.6578,-4865.875,19588.973087801038,0.41081423,773088.0,24301.9,1350
2009-04-26 06:00:00,-26265.3,-24118.550390625,30079.860253906245,34417.3,290.27017,527.4620056152344,17586.64247938877,0.19297948,391864.75,12385.7,1350
2009-04-26 12:00:00,-34864.9,-30667.6353515625,23796.24013671875,27312.1,329.39996,5522.75,18608.87375044687,-0.41664016,444689.97,24397.0,1350
2009-04-26 18:00:00,-34098.3,-29012.93486328125,28487.73525390625,31612.1,1292.0063,-365.4980010986328,19330.36515515812,-0.05180227,1.7442085e+06,30497.7,1350
2009-04-27 00:00:00,-28066.1,-24390.60078125,33357.3162109375,36307.2,565.44006,-4840.619873046875,19576.021555414733,0.41074598,763344.06,27184.4,1350
2009-04-27 06:00:00,-25873.1,-23899.2400390625,29922.84921875,34289.5,349.10062,499.23199462890625,17485.587500971713,0.1989115,471285.8,14608.5,1350
2009-04-27 12:00:00,-34665.8,-30484.00517578125,23451.72578125,26997.1,298.895,5446.974853515625,18443.714552764497,-0.41986796,403508.25,24940.8,1350
2009-04-27 18:00:00,-33952.7,-28868.400390625,28343.30078125,31582.4,1300.4264,-402.64149475097656,19279.689671853204,-0.052437592,1.7555756e+06,31297.1,1350
2009-04-28 00:00:00,-28030.4,-24413.9396484375,33353.124218749996,36328.0,566.3048,-4904.505126953125,19577.007912108787,0.41121998,764511.5,30054.9,1350
2009-04-28 06:00:00,-26093.0,-24040.54443359375,30061.200390625,34271.7,366.5821,515.5759887695312,17597.34970386581,0.19607723,494885.8,17398.8,1350
2009-04-28 12:00:00,-34930.3,-31570.68486328125,22608.64482421875,27098.2,-151.20616,5100.78515625,18504.340376541102,-0.4301644,-204128.31,25365.7,1350
2009-04-28 18:00:00,-34169.6,-29155.1353515625,28173.19521484375,31537.8,1157.828,-583.9049987792969,19281.335263672267,-0.0575719,1.5630679e+06,31505.1,1350
2009-04-29 00:00:00,-28226.5,-24519.2896484375,33332.9455078125,36319.1,460.65552,-5053.0849609375,19614.80583079324,0.41270366,621884.94,32280.7,1350
2009-04-29 06:00:00,-26431.7,-24321.900390625,30143.635351562494,34239.0,257.22586,410.0830078125,17730.86844518593,0.19614206,347254.9,20248.6,1350
2009-04-29 12:00:00,-35013.5,-30822.044921875,23295.114746093746,27113.0,125.403114,5344.455078125,18552.007466519153,-0.42791414,169294.2,25731.2,1350
2009-04-29 18:00:00,-34226.1,-29177.42421875,28034.19921875,31398.1,1102.8884,-520.0175018310547,19268.173039867514,-0.058738895,1.4888994e+06,31398.1,1350
2009-04-30 00:00:00,-28250.3,-24512.9896484375,33260.0205078125,36280.5,448.367,-5073.885009765625,19610.53536272439,0.41224018,605295.44,34123.1,1350
2009-04-30 06:00:00,-26461.4,-24355.24443359375,30359.65,34242.0,300.64404,427.9130096435547,17787.5290755614,0.19663663,405869.44,22848.8,1350
2009-04-30 12:00:00,-35081.8,-30854.100390625,23084.575781249998,27119.0,107.7999,5183.989990234375,18553.48334031956,-0.430534,145529.86,25870.9,1350
2009-04-30 18:00:00,-34220.1,-29159.29443359375,27937.84921875,31011.8,1100.5555,-600.2485046386719,19251.231056542667,-0.059487626,1.48575e+06,31011.8,1350
2009-05-01 00:00:00,-28232.5,-24508.74013671875,33158.4888671875,36334.0,463.79834,-4931.25,19596.547251773045,0.4112409,626127.75,35329.6,1350
2009-05-01 06:00:00,-26574.4,-24412.749609375,30605.430175781246,35094.8,326.799,506.66099548339844,17880.429313895285,0.20150359,441178.66,25306.3,1350
2009-05-01 12:00:00,-35120.5,-30909.9845703125,23119.899218749997,27038.8,133.18993,5441.034912109375,18579.723079985855,-0.43449107,179806.4,25873.9,1350
2009-05-01 18:00:00,-34229.0,-29157.675390625,27816.37978515625,30358.0,1096.4867,-650.7644958496094,19235.920323610182,-0.061920807,1.480257e+06,30358.0,1350
2009-05-02 00:00:00,-28259.2,-24525.780078125,33002.638867187496,36328.0,455.06546,-4941.64990234375,19584.12085735829,0.40968648,614338.4,36093.3,1350
2009-05-02 06:00:00,-26595.2,-24472.15,30833.469921874996,35917.9,365.15286,463.57249450683594,17941.259079347306,0.20259272,492956.38,27145.7,1350
2009-05-02 12:00:00,-35159.1,-30820.54013671875,23054.529785156246,26991.2,132.8126,5313.25,18593.354497767483,-0.4355296,179297.02,25686.7,1350
2009-05-02 18:00:00,-34240.9,-29179.050390625,27773.044921875,30117.3,1061.0198,-604.7055053710938,19235.21760845551,-0.06025752,1.4323768e+06,29630.0,1350
2009-05-03 00:00:00,-28283.0,-24536.81513671875,32779.13525390624,36301.3,441.36533,-4827.244873046875,19563.309830877486,0.4064863,595843.2,36301.3,1350
2009-05-03 06:00:00,-26684.3,-24475.39521484375,30926.4896484375,36304.3,371.093,649.2984924316406,17973.34712788683,0.20877464,500975.53,28456.2,1350
2009-05-03 12:00:00,-35108.6,-30927.825,23053.064648437496,28105.6,135.0272,5369.71484375,18596.521063437965,-0.43486577,182286.73,25401.4,1350
